94792		CYUL		CYUL	CANADA
94792	71627	CYUL		CYUL	CANADA
94615	71427	WTG			CANADA
15704		CYPH			CANADA
25040					CANADA
25006					CANADA
25030		CYDR			CANADA
25033		CYVT			CANADA
25043					CANADA
25044					CANADA
25038					CANADA
25034		CYCN			CANADA
25008		CYVX			CANADA
94019					CANADA
25035		CYOK			CANADA
25035	71450	CYOK			CANADA
24092		CYEN			CANADA
25002		CYHB			CANADA
25042					CANADA
25041					CANADA
25003		CYCN			CANADA
25036		CYHN			CANADA
25020		CYKY			CANADA
25010		CYVC			CANADA
25026		CYVC			CANADA
25127		CYLL			CANADA
25023		CYYL			CANADA
25031		CYLJ			CANADA
25037					CANADA
25018		CYMJ			CANADA
25018	71864	CYMJ			CANADA
25039					CANADA
25039	71312				CANADA
25012		CYQW			CANADA
25013		YPA		CYPA	CANADA
25005		CYQR			CANADA
94020					CANADA
94016		CYKO			CANADA
25015		CYXE			CANADA
25021					CANADA
25027					CANADA
25032					CANADA
25025					CANADA
25016		CYYN			CANADA
25028					CANADA
25029		CYYO			CANADA
25029	71865	CYYO			CANADA
25017		CYQV			CANADA
25017	71138	CYQV			CANADA
25049					CANADA
25049	71551				CANADA
25047	71132	YSF			CANADA
25019		CYBE			CANADA
25019		WDC			CANADA
25019	71076	WDC			CANADA
25046		YKY			CANADA
25050		WLV			CANADA
